"YEAR","MH1","RACE","MARSTAT","Subgroup_Population"
2015,"Missing",3,3,2798
2015,"Missing",3,4,5172
2015,"Missing",4,1,346
2015,"Missing",4,2,78
2015,"Missing",4,3,25
2015,"Missing",4,4,70
2015,"Missing",5,1,125115
2015,"Missing",5,2,34676
2015,"Missing",5,3,13288
2015,"Missing",5,4,38772
2015,"Missing",6,1,17599
2015,"Missing",6,2,5548
2015,"Missing",6,3,1208
2015,"Missing",6,4,4366
2015,"Trauma/Stress-related Disorder",1,1,3813
2015,"Trauma/Stress-related Disorder",1,2,464
2015,"Trauma/Stress-related Disorder",1,3,216
2015,"Trauma/Stress-related Disorder",1,4,471
2015,"Trauma/Stress-related Disorder",2,1,1266
2015,"Trauma/Stress-related Disorder",2,2,460
2015,"Trauma/Stress-related Disorder",2,3,75
2015,"Trauma/Stress-related Disorder",2,4,192
2015,"Trauma/Stress-related Disorder",3,1,44492
2015,"Trauma/Stress-related Disorder",3,2,3851
2015,"Trauma/Stress-related Disorder",3,3,1717
2015,"Trauma/Stress-related Disorder",3,4,2828
2015,"Trauma/Stress-related Disorder",4,1,563
2015,"Trauma/Stress-related Disorder",4,2,81
2015,"Trauma/Stress-related Disorder",4,3,29
2015,"Trauma/Stress-related Disorder",4,4,61
2015,"Trauma/Stress-related Disorder",5,1,126974
2015,"Trauma/Stress-related Disorder",5,2,26632
2015,"Trauma/Stress-related Disorder",5,3,9167
2015,"Trauma/Stress-related Disorder",5,4,23434
2015,"Trauma/Stress-related Disorder",6,1,12801
2015,"Trauma/Stress-related Disorder",6,2,1538
2015,"Trauma/Stress-related Disorder",6,3,501
2015,"Trauma/Stress-related Disorder",6,4,1153
2015,"Anxiety Disorder",1,1,1686
2015,"Anxiety Disorder",1,2,292
2015,"Anxiety Disorder",1,3,93
2015,"Anxiety Disorder",1,4,271
2015,"Anxiety Disorder",2,1,830
2015,"Anxiety Disorder",2,2,247
2015,"Anxiety Disorder",2,3,26
2015,"Anxiety Disorder",2,4,110
2015,"Anxiety Disorder",3,1,16931
2015,"Anxiety Disorder",3,2,1935
2015,"Anxiety Disorder",3,3,876
2015,"Anxiety Disorder",3,4,1741
2015,"Anxiety Disorder",4,1,467
2015,"Anxiety Disorder",4,2,86
2015,"Anxiety Disorder",4,3,22
2015,"Anxiety Disorder",4,4,99
2015,"Anxiety Disorder",5,1,89652
2015,"Anxiety Disorder",5,2,24690
2015,"Anxiety Disorder",5,3,6491
2015,"Anxiety Disorder",5,4,21159
2015,"Anxiety Disorder",6,1,6767
2015,"Anxiety Disorder",6,2,1092
2015,"Anxiety Disorder",6,3,288
2015,"Anxiety Disorder",6,4,666
2015,"ADHD",1,1,1711
2015,"ADHD",1,2,15
2015,"ADHD",1,3,3
2015,"ADHD",1,4,13
2015,"ADHD",2,1,534
2015,"ADHD",2,2,15
2015,"ADHD",2,3,1
2015,"ADHD",2,4,5
2015,"ADHD",3,1,55151
2015,"ADHD",3,2,330
2015,"ADHD",3,3,72
2015,"ADHD",3,4,104
2015,"ADHD",4,1,261
2015,"ADHD",4,2,10
2015,"ADHD",4,3,3
2015,"ADHD",4,4,5
2015,"ADHD",5,1,97691
2015,"ADHD",5,2,2543
2015,"ADHD",5,3,526
2015,"ADHD",5,4,1616
2015,"ADHD",6,1,9873
2015,"ADHD",6,2,93
2015,"ADHD",6,3,34
2015,"ADHD",6,4,54
2015,"Conduct Disorder",1,1,579
2015,"Conduct Disorder",1,2,1
2015,"Conduct Disorder",1,3,1
2015,"Conduct Disorder",1,4,2
2015,"Conduct Disorder",2,1,158
2015,"Conduct Disorder",2,2,2
2015,"Conduct Disorder",2,4,1
2015,"Conduct Disorder",3,1,15624
2015,"Conduct Disorder",3,2,98
2015,"Conduct Disorder",3,3,12
2015,"Conduct Disorder",3,4,27
2015,"Conduct Disorder",4,1,122
2015,"Conduct Disorder",5,1,24025
2015,"Conduct Disorder",5,2,152
2015,"Conduct Disorder",5,3,41
2015,"Conduct Disorder",5,4,103
2015,"Conduct Disorder",6,1,3221
2015,"Conduct Disorder",6,2,7
2015,"Conduct Disorder",6,3,1
2015,"Conduct Disorder",6,4,6
2015,"Delirium/Dementia",1,1,49
2015,"Delirium/Dementia",1,2,20
2015,"Delirium/Dementia",1,3,3
2015,"Delirium/Dementia",1,4,25
2015,"Delirium/Dementia",2,1,31
2015,"Delirium/Dementia",2,2,28
2015,"Delirium/Dementia",2,3,1
2015,"Delirium/Dementia",2,4,24
2015,"Delirium/Dementia",3,1,863
2015,"Delirium/Dementia",3,2,263
2015,"Delirium/Dementia",3,3,72
2015,"Delirium/Dementia",3,4,506
2015,"Delirium/Dementia",4,1,43
2015,"Delirium/Dementia",4,2,12
2015,"Delirium/Dementia",4,3,9
2015,"Delirium/Dementia",4,4,36
2015,"Delirium/Dementia",5,1,1963
2015,"Delirium/Dementia",5,2,1688
2015,"Delirium/Dementia",5,3,132
2015,"Delirium/Dementia",5,4,2374
2015,"Delirium/Dementia",6,1,231
2015,"Delirium/Dementia",6,2,113
2015,"Delirium/Dementia",6,3,13
2015,"Delirium/Dementia",6,4,138
2015,"Bipolar Disorder",1,1,2732
2015,"Bipolar Disorder",1,2,650
2015,"Bipolar Disorder",1,3,313
2015,"Bipolar Disorder",1,4,832
2015,"Bipolar Disorder",2,1,1287
2015,"Bipolar Disorder",2,2,379
2015,"Bipolar Disorder",2,3,86
2015,"Bipolar Disorder",2,4,294
2015,"Bipolar Disorder",3,1,54956
2015,"Bipolar Disorder",3,2,6048
2015,"Bipolar Disorder",3,3,4005
2015,"Bipolar Disorder",3,4,7267
2015,"Bipolar Disorder",4,1,743
2015,"Bipolar Disorder",4,2,201
2015,"Bipolar Disorder",4,3,78
2015,"Bipolar Disorder",4,4,313
2015,"Bipolar Disorder",5,1,161141
2015,"Bipolar Disorder",5,2,49490
2015,"Bipolar Disorder",5,3,20437
2015,"Bipolar Disorder",5,4,66516
2015,"Bipolar Disorder",6,1,11229
2015,"Bipolar Disorder",6,2,2128
2015,"Bipolar Disorder",6,3,811
2015,"Bipolar Disorder",6,4,2282
2015,"Depressive Disorder",1,1,4595
2015,"Depressive Disorder",1,2,1190
2015,"Depressive Disorder",1,3,462
2015,"Depressive Disorder",1,4,1344
2015,"Depressive Disorder",2,1,2307
2015,"Depressive Disorder",2,2,1079
2015,"Depressive Disorder",2,3,200
2015,"Depressive Disorder",2,4,612
2015,"Depressive Disorder",3,1,88830
2015,"Depressive Disorder",3,2,12735
2015,"Depressive Disorder",3,3,8704
2015,"Depressive Disorder",3,4,15963
2015,"Depressive Disorder",4,1,974
2015,"Depressive Disorder",4,2,315
2015,"Depressive Disorder",4,3,116
2015,"Depressive Disorder",4,4,495
2015,"Depressive Disorder",5,1,220225
2015,"Depressive Disorder",5,2,85891
2015,"Depressive Disorder",5,3,30286
2015,"Depressive Disorder",5,4,104129
2015,"Depressive Disorder",6,1,17118
2015,"Depressive Disorder",6,2,4339
2015,"Depressive Disorder",6,3,1616
2015,"Depressive Disorder",6,4,4049
2015,"Oppositional Defiant Disorder",1,1,760
2015,"Oppositional Defiant Disorder",1,2,2
2015,"Oppositional Defiant Disorder",2,1,116
2015,"Oppositional Defiant Disorder",2,2,2
2015,"Oppositional Defiant Disorder",2,3,1
2015,"Oppositional Defiant Disorder",2,4,1
2015,"Oppositional Defiant Disorder",3,1,18551
2015,"Oppositional Defiant Disorder",3,2,67
2015,"Oppositional Defiant Disorder",3,3,17
2015,"Oppositional Defiant Disorder",3,4,14
2015,"Oppositional Defiant Disorder",4,1,98
2015,"Oppositional Defiant Disorder",4,2,1
2015,"Oppositional Defiant Disorder",4,4,1
2015,"Oppositional Defiant Disorder",5,1,23577
2015,"Oppositional Defiant Disorder",5,2,97
2015,"Oppositional Defiant Disorder",5,3,34
2015,"Oppositional Defiant Disorder",5,4,50
2015,"Oppositional Defiant Disorder",6,1,3201
2015,"Oppositional Defiant Disorder",6,2,5
2015,"Oppositional Defiant Disorder",6,3,2
2015,"Oppositional Defiant Disorder",6,4,3
2015,"Pervasive Developmental Disorders",1,1,202
2015,"Pervasive Developmental Disorders",2,1,185
2015,"Pervasive Developmental Disorders",2,2,1
2015,"Pervasive Developmental Disorders",3,1,2089
2015,"Pervasive Developmental Disorders",3,2,12
2015,"Pervasive Developmental Disorders",3,3,1
2015,"Pervasive Developmental Disorders",3,4,4
2015,"Pervasive Developmental Disorders",4,1,188
2015,"Pervasive Developmental Disorders",4,2,2
2015,"Pervasive Developmental Disorders",4,4,1
2015,"Pervasive Developmental Disorders",5,1,13994
2015,"Pervasive Developmental Disorders",5,2,106
2015,"Pervasive Developmental Disorders",5,3,23
2015,"Pervasive Developmental Disorders",5,4,58
2015,"Pervasive Developmental Disorders",6,1,1154
2015,"Pervasive Developmental Disorders",6,2,6
2015,"Pervasive Developmental Disorders",6,3,1
2015,"Pervasive Developmental Disorders",6,4,3
2015,"Personality Disorders",1,1,83
2015,"Personality Disorders",1,2,30
2015,"Personality Disorders",1,3,12
2015,"Personality Disorders",1,4,36
2015,"Personality Disorders",2,1,47
2015,"Personality Disorders",2,2,8
2015,"Personality Disorders",2,3,4
2015,"Personality Disorders",2,4,9
2015,"Personality Disorders",3,1,2246
2015,"Personality Disorders",3,2,333
2015,"Personality Disorders",3,3,117
2015,"Personality Disorders",3,4,210
2015,"Personality Disorders",4,1,32
2015,"Personality Disorders",4,2,23
2015,"Personality Disorders",4,3,9
2015,"Personality Disorders",4,4,37
2015,"Personality Disorders",5,1,6061
2015,"Personality Disorders",5,2,1703
2015,"Personality Disorders",5,3,679
2015,"Personality Disorders",5,4,2182
2015,"Personality Disorders",6,1,398
2015,"Personality Disorders",6,2,64
2015,"Personality Disorders",6,3,37
2015,"Personality Disorders",6,4,84
2015,"Schizophrenia or other Psychotic Disorders",1,1,2116
2015,"Schizophrenia or other Psychotic Disorders",1,2,281
2015,"Schizophrenia or other Psychotic Disorders",1,3,146
2015,"Schizophrenia or other Psychotic Disorders",1,4,521
2015,"Schizophrenia or other Psychotic Disorders",2,1,3249
2015,"Schizophrenia or other Psychotic Disorders",2,2,624
2015,"Schizophrenia or other Psychotic Disorders",2,3,140
2015,"Schizophrenia or other Psychotic Disorders",2,4,587
2015,"Schizophrenia or other Psychotic Disorders",3,1,91875
2015,"Schizophrenia or other Psychotic Disorders",3,2,8845
2015,"Schizophrenia or other Psychotic Disorders",3,3,6216
2015,"Schizophrenia or other Psychotic Disorders",3,4,13716
2015,"Schizophrenia or other Psychotic Disorders",4,1,1042
2015,"Schizophrenia or other Psychotic Disorders",4,2,170
2015,"Schizophrenia or other Psychotic Disorders",4,3,58
2015,"Schizophrenia or other Psychotic Disorders",4,4,309
2015,"Schizophrenia or other Psychotic Disorders",5,1,112117
2015,"Schizophrenia or other Psychotic Disorders",5,2,17077
2015,"Schizophrenia or other Psychotic Disorders",5,3,7232
2015,"Schizophrenia or other Psychotic Disorders",5,4,34261
2015,"Schizophrenia or other Psychotic Disorders",6,1,9056
2015,"Schizophrenia or other Psychotic Disorders",6,2,1379
2015,"Schizophrenia or other Psychotic Disorders",6,3,542
2015,"Schizophrenia or other Psychotic Disorders",6,4,1752
2015,"Alcohol/Substance Use Disorders",1,1,421
2015,"Alcohol/Substance Use Disorders",1,2,74
2015,"Alcohol/Substance Use Disorders",1,3,34
2015,"Alcohol/Substance Use Disorders",1,4,79
2015,"Alcohol/Substance Use Disorders",2,1,140
2015,"Alcohol/Substance Use Disorders",2,2,51
2015,"Alcohol/Substance Use Disorders",2,3,9
2015,"Alcohol/Substance Use Disorders",2,4,20
2015,"Alcohol/Substance Use Disorders",3,1,5682
2015,"Alcohol/Substance Use Disorders",3,2,1533
2015,"Alcohol/Substance Use Disorders",3,3,794
2015,"Alcohol/Substance Use Disorders",3,4,885
2015,"Alcohol/Substance Use Disorders",4,1,63
2015,"Alcohol/Substance Use Disorders",4,2,8
2015,"Alcohol/Substance Use Disorders",4,3,6
2015,"Alcohol/Substance Use Disorders",4,4,32
2015,"Alcohol/Substance Use Disorders",5,1,14046
2015,"Alcohol/Substance Use Disorders",5,2,4719
2015,"Alcohol/Substance Use Disorders",5,3,2458
2015,"Alcohol/Substance Use Disorders",5,4,4769
2015,"Alcohol/Substance Use Disorders",6,1,920
2015,"Alcohol/Substance Use Disorders",6,2,172
2015,"Alcohol/Substance Use Disorders",6,3,79
2015,"Alcohol/Substance Use Disorders",6,4,166
2015,"Other Disorder/Condition",1,1,861
2015,"Other Disorder/Condition",1,2,153
2015,"Other Disorder/Condition",1,3,58
2015,"Other Disorder/Condition",1,4,138
2015,"Other Disorder/Condition",2,1,567
2015,"Other Disorder/Condition",2,2,208
2015,"Other Disorder/Condition",2,3,10
2015,"Other Disorder/Condition",2,4,73
2015,"Other Disorder/Condition",3,1,12612
2015,"Other Disorder/Condition",3,2,1128
2015,"Other Disorder/Condition",3,3,491
2015,"Other Disorder/Condition",3,4,955
2015,"Other Disorder/Condition",4,1,171
2015,"Other Disorder/Condition",4,2,15
2015,"Other Disorder/Condition",4,3,4
2015,"Other Disorder/Condition",4,4,16
2015,"Other Disorder/Condition",5,1,32251
2015,"Other Disorder/Condition",5,2,7353
2015,"Other Disorder/Condition",5,3,1847
2015,"Other Disorder/Condition",5,4,6029
2015,"Other Disorder/Condition",6,1,5060
2015,"Other Disorder/Condition",6,2,342
2015,"Other Disorder/Condition",6,3,115
2015,"Other Disorder/Condition",6,4,278
2016,"Missing",1,1,3436
2016,"Missing",1,2,786
2016,"Missing",1,3,299
2016,"Missing",1,4,791
2016,"Missing",2,1,4651
2016,"Missing",2,2,2538
2016,"Missing",2,3,287
2016,"Missing",2,4,1010
2016,"Missing",3,1,107859
2016,"Missing",3,2,11938
2016,"Missing",3,3,7027
2016,"Missing",3,4,12967
2016,"Missing",4,1,358
2016,"Missing",4,2,99
2016,"Missing",4,3,33
2016,"Missing",4,4,61
2016,"Missing",5,1,249609
2016,"Missing",5,2,74722
2016,"Missing",5,3,24101
2016,"Missing",5,4,73098
2016,"Missing",6,1,28686
2016,"Missing",6,2,7456
2016,"Missing",6,3,2004
2016,"Missing",6,4,5308
2016,"Trauma/Stress-related Disorder",1,1,3937
2016,"Trauma/Stress-related Disorder",1,2,515
2016,"Trauma/Stress-related Disorder",1,3,210
2016,"Trauma/Stress-related Disorder",1,4,460
2016,"Trauma/Stress-related Disorder",2,1,1268
2016,"Trauma/Stress-related Disorder",2,2,365
2016,"Trauma/Stress-related Disorder",2,3,81
2016,"Trauma/Stress-related Disorder",2,4,191
2016,"Trauma/Stress-related Disorder",3,1,45969
2016,"Trauma/Stress-related Disorder",3,2,2872
2016,"Trauma/Stress-related Disorder",3,3,1472
2016,"Trauma/Stress-related Disorder",3,4,2343
2016,"Trauma/Stress-related Disorder",4,1,750
2016,"Trauma/Stress-related Disorder",4,2,70
2016,"Trauma/Stress-related Disorder",4,3,33
2016,"Trauma/Stress-related Disorder",4,4,71
2016,"Trauma/Stress-related Disorder",5,1,135723
2016,"Trauma/Stress-related Disorder",5,2,20724
2016,"Trauma/Stress-related Disorder",5,3,8222
2016,"Trauma/Stress-related Disorder",5,4,21156
2016,"Trauma/Stress-related Disorder",6,1,15873
2016,"Trauma/Stress-related Disorder",6,2,1617
2016,"Trauma/Stress-related Disorder",6,3,660
2016,"Trauma/Stress-related Disorder",6,4,1169
2016,"Anxiety Disorder",1,1,1700
2016,"Anxiety Disorder",1,2,299
2016,"Anxiety Disorder",1,3,105
2016,"Anxiety Disorder",1,4,265
2016,"Anxiety Disorder",2,1,901
2016,"Anxiety Disorder",2,2,236
2016,"Anxiety Disorder",2,3,35
2016,"Anxiety Disorder",2,4,113
2016,"Anxiety Disorder",3,1,19211
2016,"Anxiety Disorder",3,2,1906
2016,"Anxiety Disorder",3,3,1008
2016,"Anxiety Disorder",3,4,1810
2016,"Anxiety Disorder",4,1,677
2016,"Anxiety Disorder",4,2,90
2016,"Anxiety Disorder",4,3,26
2016,"Anxiety Disorder",4,4,98
2016,"Anxiety Disorder",5,1,103116
2016,"Anxiety Disorder",5,2,22976
2016,"Anxiety Disorder",5,3,7291
2016,"Anxiety Disorder",5,4,21424
2016,"Anxiety Disorder",6,1,9803
2016,"Anxiety Disorder",6,2,1327
2016,"Anxiety Disorder",6,3,497
2016,"Anxiety Disorder",6,4,952
2016,"ADHD",1,1,1540
2016,"ADHD",1,2,33
2016,"ADHD",1,3,7
2016,"ADHD",1,4,9
2016,"ADHD",2,1,647
2016,"ADHD",2,2,15
2016,"ADHD",2,3,9
2016,"ADHD",2,4,3
2016,"ADHD",3,1,62196
2016,"ADHD",3,2,295
2016,"ADHD",3,3,84
2016,"ADHD",3,4,103
2016,"ADHD",4,1,353
2016,"ADHD",4,2,8
2016,"ADHD",4,3,4
2016,"ADHD",4,4,4
2016,"ADHD",5,1,122022
2016,"ADHD",5,2,2627
2016,"ADHD",5,3,733
2016,"ADHD",5,4,2080
2016,"ADHD",6,1,20106
2016,"ADHD",6,2,97
2016,"ADHD",6,3,42
2016,"ADHD",6,4,88
2016,"Conduct Disorder",1,1,489
2016,"Conduct Disorder",1,2,3
2016,"Conduct Disorder",1,4,2
2016,"Conduct Disorder",2,1,202
2016,"Conduct Disorder",2,2,2
2016,"Conduct Disorder",3,1,13750
2016,"Conduct Disorder",3,2,79
2016,"Conduct Disorder",3,3,14
2016,"Conduct Disorder",3,4,26
2016,"Conduct Disorder",4,1,95
2016,"Conduct Disorder",4,2,1
2016,"Conduct Disorder",5,1,23909
2016,"Conduct Disorder",5,2,233
2016,"Conduct Disorder",5,3,71
2016,"Conduct Disorder",5,4,149
2016,"Conduct Disorder",6,1,3804
2016,"Conduct Disorder",6,2,20
2016,"Conduct Disorder",6,3,8
2016,"Conduct Disorder",6,4,8
2016,"Delirium/Dementia",1,1,26
2016,"Delirium/Dementia",1,2,3
2016,"Delirium/Dementia",1,3,2
2016,"Delirium/Dementia",1,4,14
2016,"Delirium/Dementia",2,1,43
2016,"Delirium/Dementia",2,2,30
2016,"Delirium/Dementia",2,3,4
2016,"Delirium/Dementia",2,4,32
2016,"Delirium/Dementia",3,1,862
2016,"Delirium/Dementia",3,2,174
2016,"Delirium/Dementia",3,3,84
2016,"Delirium/Dementia",3,4,373
2016,"Delirium/Dementia",4,1,68
2016,"Delirium/Dementia",4,2,8
2016,"Delirium/Dementia",4,3,4
2016,"Delirium/Dementia",4,4,16
2016,"Delirium/Dementia",5,1,1992
2016,"Delirium/Dementia",5,2,920
2016,"Delirium/Dementia",5,3,181
2016,"Delirium/Dementia",5,4,1880
2016,"Delirium/Dementia",6,1,204
2016,"Delirium/Dementia",6,2,59
2016,"Delirium/Dementia",6,3,14
2016,"Delirium/Dementia",6,4,92
2016,"Bipolar Disorder",1,1,1751
2016,"Bipolar Disorder",1,2,516
2016,"Bipolar Disorder",1,3,237
2016,"Bipolar Disorder",1,4,654
2016,"Bipolar Disorder",2,1,1106
2016,"Bipolar Disorder",2,2,380
2016,"Bipolar Disorder",2,3,93
2016,"Bipolar Disorder",2,4,271
2016,"Bipolar Disorder",3,1,48883
2016,"Bipolar Disorder",3,2,5069
2016,"Bipolar Disorder",3,3,3767
2016,"Bipolar Disorder",3,4,6561
2016,"Bipolar Disorder",4,1,497
2016,"Bipolar Disorder",4,2,221
2016,"Bipolar Disorder",4,3,77
2016,"Bipolar Disorder",4,4,274
2016,"Bipolar Disorder",5,1,143899
2016,"Bipolar Disorder",5,2,41668
2016,"Bipolar Disorder",5,3,20578
2016,"Bipolar Disorder",5,4,59808
2016,"Bipolar Disorder",6,1,11606
2016,"Bipolar Disorder",6,2,2030
2016,"Bipolar Disorder",6,3,994
2016,"Bipolar Disorder",6,4,2186
2016,"Depressive Disorder",1,1,4138
2016,"Depressive Disorder",1,2,1007
2016,"Depressive Disorder",1,3,469
2016,"Depressive Disorder",1,4,1231
2016,"Depressive Disorder",2,1,2333
2016,"Depressive Disorder",2,2,1052
2016,"Depressive Disorder",2,3,248
2016,"Depressive Disorder",2,4,696
2016,"Depressive Disorder",3,1,92078
2016,"Depressive Disorder",3,2,11258
2016,"Depressive Disorder",3,3,8344
2016,"Depressive Disorder",3,4,14867
2016,"Depressive Disorder",4,1,1236
2016,"Depressive Disorder",4,2,357
2016,"Depressive Disorder",4,3,113
2016,"Depressive Disorder",4,4,535
2016,"Depressive Disorder",5,1,233275
2016,"Depressive Disorder",5,2,75938
2016,"Depressive Disorder",5,3,32193
2016,"Depressive Disorder",5,4,98750
2016,"Depressive Disorder",6,1,27836
2016,"Depressive Disorder",6,2,5552
2016,"Depressive Disorder",6,3,2743
2016,"Depressive Disorder",6,4,5064
2016,"Oppositional Defiant Disorder",1,1,545
2016,"Oppositional Defiant Disorder",1,2,1
2016,"Oppositional Defiant Disorder",1,3,1
2016,"Oppositional Defiant Disorder",2,1,116
2016,"Oppositional Defiant Disorder",3,1,15910
2016,"Oppositional Defiant Disorder",3,2,55
2016,"Oppositional Defiant Disorder",3,3,13
2016,"Oppositional Defiant Disorder",3,4,11
2016,"Oppositional Defiant Disorder",4,1,91
2016,"Oppositional Defiant Disorder",5,1,25543
2016,"Oppositional Defiant Disorder",5,2,97
2016,"Oppositional Defiant Disorder",5,3,44
2016,"Oppositional Defiant Disorder",5,4,56
2016,"Oppositional Defiant Disorder",6,1,3967
2016,"Oppositional Defiant Disorder",6,2,9
2016,"Oppositional Defiant Disorder",6,3,4
2016,"Oppositional Defiant Disorder",6,4,4
2016,"Pervasive Developmental Disorders",1,1,209
2016,"Pervasive Developmental Disorders",1,2,1
2016,"Pervasive Developmental Disorders",2,1,642
2016,"Pervasive Developmental Disorders",2,3,1
2016,"Pervasive Developmental Disorders",2,4,1
2016,"Pervasive Developmental Disorders",3,1,5215
2016,"Pervasive Developmental Disorders",3,2,11
2016,"Pervasive Developmental Disorders",3,3,5
2016,"Pervasive Developmental Disorders",3,4,8
2016,"Pervasive Developmental Disorders",4,1,149
2016,"Pervasive Developmental Disorders",4,2,3
2016,"Pervasive Developmental Disorders",5,1,31229
2016,"Pervasive Developmental Disorders",5,2,94
2016,"Pervasive Developmental Disorders",5,3,32
2016,"Pervasive Developmental Disorders",5,4,63
2016,"Pervasive Developmental Disorders",6,1,3662
2016,"Pervasive Developmental Disorders",6,2,2
2016,"Pervasive Developmental Disorders",6,3,1
2016,"Pervasive Developmental Disorders",6,4,9
2016,"Personality Disorders",1,1,100
2016,"Personality Disorders",1,2,25
2016,"Personality Disorders",1,3,18
2016,"Personality Disorders",1,4,32
2016,"Personality Disorders",2,1,40
2016,"Personality Disorders",2,2,8
2016,"Personality Disorders",2,3,3
2016,"Personality Disorders",2,4,9
2016,"Personality Disorders",3,1,2641
2016,"Personality Disorders",3,2,350
2016,"Personality Disorders",3,3,136
2016,"Personality Disorders",3,4,279
2016,"Personality Disorders",4,1,89
2016,"Personality Disorders",4,2,50
2016,"Personality Disorders",4,3,23
2016,"Personality Disorders",4,4,69
2016,"Personality Disorders",5,1,5624
2016,"Personality Disorders",5,2,1591
2016,"Personality Disorders",5,3,799
2016,"Personality Disorders",5,4,2251
2016,"Personality Disorders",6,1,654
2016,"Personality Disorders",6,2,153
2016,"Personality Disorders",6,3,62
2016,"Personality Disorders",6,4,146
2016,"Schizophrenia or other Psychotic Disorders",1,1,1931
2016,"Schizophrenia or other Psychotic Disorders",1,2,251
2016,"Schizophrenia or other Psychotic Disorders",1,3,137
2016,"Schizophrenia or other Psychotic Disorders",1,4,472
2016,"Schizophrenia or other Psychotic Disorders",2,1,3876
2016,"Schizophrenia or other Psychotic Disorders",2,2,636
2016,"Schizophrenia or other Psychotic Disorders",2,3,183
2016,"Schizophrenia or other Psychotic Disorders",2,4,693
2016,"Schizophrenia or other Psychotic Disorders",3,1,89191
2016,"Schizophrenia or other Psychotic Disorders",3,2,8200
2016,"Schizophrenia or other Psychotic Disorders",3,3,5613
2016,"Schizophrenia or other Psychotic Disorders",3,4,12371
2016,"Schizophrenia or other Psychotic Disorders",4,1,1287
2016,"Schizophrenia or other Psychotic Disorders",4,2,212
2016,"Schizophrenia or other Psychotic Disorders",4,3,81
2016,"Schizophrenia or other Psychotic Disorders",4,4,341
2016,"Schizophrenia or other Psychotic Disorders",5,1,111536
2016,"Schizophrenia or other Psychotic Disorders",5,2,15538
2016,"Schizophrenia or other Psychotic Disorders",5,3,7741
2016,"Schizophrenia or other Psychotic Disorders",5,4,32436
2016,"Schizophrenia or other Psychotic Disorders",6,1,9761
2016,"Schizophrenia or other Psychotic Disorders",6,2,1338
2016,"Schizophrenia or other Psychotic Disorders",6,3,570
2016,"Schizophrenia or other Psychotic Disorders",6,4,1679
2016,"Alcohol/Substance Use Disorders",1,1,391
2016,"Alcohol/Substance Use Disorders",1,2,74
2016,"Alcohol/Substance Use Disorders",1,3,26
2016,"Alcohol/Substance Use Disorders",1,4,72
2016,"Alcohol/Substance Use Disorders",2,1,109
2016,"Alcohol/Substance Use Disorders",2,2,28
2016,"Alcohol/Substance Use Disorders",2,3,7
2016,"Alcohol/Substance Use Disorders",2,4,22
2016,"Alcohol/Substance Use Disorders",3,1,2942
2016,"Alcohol/Substance Use Disorders",3,2,337
2016,"Alcohol/Substance Use Disorders",3,3,347
2016,"Alcohol/Substance Use Disorders",3,4,405
2016,"Alcohol/Substance Use Disorders",4,1,352
2016,"Alcohol/Substance Use Disorders",4,2,103
2016,"Alcohol/Substance Use Disorders",4,3,65
2016,"Alcohol/Substance Use Disorders",4,4,193
2016,"Alcohol/Substance Use Disorders",5,1,11227
2016,"Alcohol/Substance Use Disorders",5,2,2875
2016,"Alcohol/Substance Use Disorders",5,3,1816
2016,"Alcohol/Substance Use Disorders",5,4,4159
2016,"Alcohol/Substance Use Disorders",6,1,854
2016,"Alcohol/Substance Use Disorders",6,2,176
2016,"Alcohol/Substance Use Disorders",6,3,86
2016,"Alcohol/Substance Use Disorders",6,4,185
2016,"Other Disorder/Condition",1,1,982
2016,"Other Disorder/Condition",1,2,147
2016,"Other Disorder/Condition",1,3,44
2016,"Other Disorder/Condition",1,4,144
2016,"Other Disorder/Condition",2,1,518
2016,"Other Disorder/Condition",2,2,73
2016,"Other Disorder/Condition",2,3,16
2016,"Other Disorder/Condition",2,4,51
2016,"Other Disorder/Condition",3,1,17864
2016,"Other Disorder/Condition",3,2,1062
2016,"Other Disorder/Condition",3,3,448
2016,"Other Disorder/Condition",3,4,951
2016,"Other Disorder/Condition",4,1,605
2016,"Other Disorder/Condition",4,2,66
2016,"Other Disorder/Condition",4,3,24
2016,"Other Disorder/Condition",4,4,97
2016,"Other Disorder/Condition",5,1,51817
2016,"Other Disorder/Condition",5,2,7409
2016,"Other Disorder/Condition",5,3,2322
2016,"Other Disorder/Condition",5,4,8423
2016,"Other Disorder/Condition",6,1,5480
2016,"Other Disorder/Condition",6,2,432
2016,"Other Disorder/Condition",6,3,151
2016,"Other Disorder/Condition",6,4,371
2017,"Missing",1,1,3097
2017,"Missing",1,2,325
2017,"Missing",1,3,112
2017,"Missing",1,4,345
2017,"Missing",2,1,2758
2017,"Missing",2,2,2000
2017,"Missing",2,3,170
2017,"Missing",2,4,737
2017,"Missing",3,1,75212
2017,"Missing",3,2,6188
2017,"Missing",3,3,3863
2017,"Missing",3,4,7571
2017,"Missing",4,1,341
2017,"Missing",4,2,73
2017,"Missing",4,3,19
2017,"Missing",4,4,39
2017,"Missing",5,1,182363
2017,"Missing",5,2,36012
2017,"Missing",5,3,12848
2017,"Missing",5,4,37499
2017,"Missing",6,1,27946
2017,"Missing",6,2,6632
2017,"Missing",6,3,1550
2017,"Missing",6,4,4838
2017,"Trauma/Stress-related Disorder",1,1,5013
2017,"Trauma/Stress-related Disorder",1,2,675
2017,"Trauma/Stress-related Disorder",1,3,277
