"YEAR","MH1","EDUC","RACE","Subgroup_Population"
2014,"Pervasive Developmental Disorders",1,1,2
2014,"Pervasive Developmental Disorders",1,2,3
2014,"Pervasive Developmental Disorders",1,3,177
2014,"Pervasive Developmental Disorders",1,4,2
2014,"Pervasive Developmental Disorders",1,5,408
2014,"Pervasive Developmental Disorders",1,6,46
2014,"Pervasive Developmental Disorders",2,1,127
2014,"Pervasive Developmental Disorders",2,2,176
2014,"Pervasive Developmental Disorders",2,3,1155
2014,"Pervasive Developmental Disorders",2,4,68
2014,"Pervasive Developmental Disorders",2,5,7762
2014,"Pervasive Developmental Disorders",2,6,714
2014,"Pervasive Developmental Disorders",3,1,33
2014,"Pervasive Developmental Disorders",3,2,30
2014,"Pervasive Developmental Disorders",3,3,220
2014,"Pervasive Developmental Disorders",3,4,14
2014,"Pervasive Developmental Disorders",3,5,1810
2014,"Pervasive Developmental Disorders",3,6,143
2014,"Pervasive Developmental Disorders",4,1,28
2014,"Pervasive Developmental Disorders",4,2,27
2014,"Pervasive Developmental Disorders",4,3,240
2014,"Pervasive Developmental Disorders",4,4,47
2014,"Pervasive Developmental Disorders",4,5,2279
2014,"Pervasive Developmental Disorders",4,6,115
2014,"Pervasive Developmental Disorders",5,1,1
2014,"Pervasive Developmental Disorders",5,2,9
2014,"Pervasive Developmental Disorders",5,3,28
2014,"Pervasive Developmental Disorders",5,4,31
2014,"Pervasive Developmental Disorders",5,5,391
2014,"Pervasive Developmental Disorders",5,6,34
2014,"Personality Disorders",1,2,2
2014,"Personality Disorders",1,3,25
2014,"Personality Disorders",1,5,71
2014,"Personality Disorders",1,6,5
2014,"Personality Disorders",2,1,23
2014,"Personality Disorders",2,2,19
2014,"Personality Disorders",2,3,375
2014,"Personality Disorders",2,5,1167
2014,"Personality Disorders",2,6,108
2014,"Personality Disorders",3,1,52
2014,"Personality Disorders",3,2,18
2014,"Personality Disorders",3,3,1159
2014,"Personality Disorders",3,4,11
2014,"Personality Disorders",3,5,2432
2014,"Personality Disorders",3,6,187
2014,"Personality Disorders",4,1,123
2014,"Personality Disorders",4,2,48
2014,"Personality Disorders",4,3,1412
2014,"Personality Disorders",4,4,17
2014,"Personality Disorders",4,5,6345
2014,"Personality Disorders",4,6,240
2014,"Personality Disorders",5,1,19
2014,"Personality Disorders",5,2,47
2014,"Personality Disorders",5,3,529
2014,"Personality Disorders",5,4,11
2014,"Personality Disorders",5,5,2834
2014,"Personality Disorders",5,6,125
2014,"Schizophrenia or other Psychotic Disorders",1,1,30
2014,"Schizophrenia or other Psychotic Disorders",1,2,64
2014,"Schizophrenia or other Psychotic Disorders",1,3,1255
2014,"Schizophrenia or other Psychotic Disorders",1,4,11
2014,"Schizophrenia or other Psychotic Disorders",1,5,1300
2014,"Schizophrenia or other Psychotic Disorders",1,6,76
2014,"Schizophrenia or other Psychotic Disorders",2,1,413
2014,"Schizophrenia or other Psychotic Disorders",2,2,734
2014,"Schizophrenia or other Psychotic Disorders",2,3,11845
2014,"Schizophrenia or other Psychotic Disorders",2,4,65
2014,"Schizophrenia or other Psychotic Disorders",2,5,18253
2014,"Schizophrenia or other Psychotic Disorders",2,6,1703
2014,"Schizophrenia or other Psychotic Disorders",3,1,721
2014,"Schizophrenia or other Psychotic Disorders",3,2,672
2014,"Schizophrenia or other Psychotic Disorders",3,3,29994
2014,"Schizophrenia or other Psychotic Disorders",3,4,242
2014,"Schizophrenia or other Psychotic Disorders",3,5,30608
2014,"Schizophrenia or other Psychotic Disorders",3,6,2361
2014,"Schizophrenia or other Psychotic Disorders",4,1,1310
2014,"Schizophrenia or other Psychotic Disorders",4,2,1928
2014,"Schizophrenia or other Psychotic Disorders",4,3,44268
2014,"Schizophrenia or other Psychotic Disorders",4,4,842
2014,"Schizophrenia or other Psychotic Disorders",4,5,74332
2014,"Schizophrenia or other Psychotic Disorders",4,6,4285
2014,"Schizophrenia or other Psychotic Disorders",5,1,334
2014,"Schizophrenia or other Psychotic Disorders",5,2,1213
2014,"Schizophrenia or other Psychotic Disorders",5,3,13378
2014,"Schizophrenia or other Psychotic Disorders",5,4,322
2014,"Schizophrenia or other Psychotic Disorders",5,5,28524
2014,"Schizophrenia or other Psychotic Disorders",5,6,1618
2014,"Alcohol/Substance Use Disorders",1,1,10
2014,"Alcohol/Substance Use Disorders",1,2,1
2014,"Alcohol/Substance Use Disorders",1,3,87
2014,"Alcohol/Substance Use Disorders",1,5,189
2014,"Alcohol/Substance Use Disorders",1,6,11
2014,"Alcohol/Substance Use Disorders",2,1,74
2014,"Alcohol/Substance Use Disorders",2,2,24
2014,"Alcohol/Substance Use Disorders",2,3,947
2014,"Alcohol/Substance Use Disorders",2,4,5
2014,"Alcohol/Substance Use Disorders",2,5,2383
2014,"Alcohol/Substance Use Disorders",2,6,144
2014,"Alcohol/Substance Use Disorders",3,1,142
2014,"Alcohol/Substance Use Disorders",3,2,28
2014,"Alcohol/Substance Use Disorders",3,3,2207
2014,"Alcohol/Substance Use Disorders",3,4,6
2014,"Alcohol/Substance Use Disorders",3,5,4124
2014,"Alcohol/Substance Use Disorders",3,6,238
2014,"Alcohol/Substance Use Disorders",4,1,179
2014,"Alcohol/Substance Use Disorders",4,2,81
2014,"Alcohol/Substance Use Disorders",4,3,3359
2014,"Alcohol/Substance Use Disorders",4,4,13
2014,"Alcohol/Substance Use Disorders",4,5,10165
2014,"Alcohol/Substance Use Disorders",4,6,414
2014,"Alcohol/Substance Use Disorders",5,1,31
2014,"Alcohol/Substance Use Disorders",5,2,11
2014,"Alcohol/Substance Use Disorders",5,3,448
2014,"Alcohol/Substance Use Disorders",5,4,4
2014,"Alcohol/Substance Use Disorders",5,5,2673
2014,"Alcohol/Substance Use Disorders",5,6,101
2014,"Other Disorder/Condition",1,1,11
2014,"Other Disorder/Condition",1,2,11
2014,"Other Disorder/Condition",1,3,379
2014,"Other Disorder/Condition",1,5,658
2014,"Other Disorder/Condition",1,6,45
2014,"Other Disorder/Condition",2,1,528
2014,"Other Disorder/Condition",2,2,358
2014,"Other Disorder/Condition",2,3,5246
2014,"Other Disorder/Condition",2,4,43
2014,"Other Disorder/Condition",2,5,16102
2014,"Other Disorder/Condition",2,6,3708
2014,"Other Disorder/Condition",3,1,273
2014,"Other Disorder/Condition",3,2,135
2014,"Other Disorder/Condition",3,3,3152
2014,"Other Disorder/Condition",3,4,19
2014,"Other Disorder/Condition",3,5,7651
2014,"Other Disorder/Condition",3,6,572
2014,"Other Disorder/Condition",4,1,313
2014,"Other Disorder/Condition",4,2,309
2014,"Other Disorder/Condition",4,3,4011
2014,"Other Disorder/Condition",4,4,48
2014,"Other Disorder/Condition",4,5,16211
2014,"Other Disorder/Condition",4,6,795
2014,"Other Disorder/Condition",5,1,59
2014,"Other Disorder/Condition",5,2,74
2014,"Other Disorder/Condition",5,3,847
2014,"Other Disorder/Condition",5,4,8
2014,"Other Disorder/Condition",5,5,4209
2014,"Other Disorder/Condition",5,6,186
2015,"Missing",1,1,9
2015,"Missing",1,2,32
2015,"Missing",1,3,385
2015,"Missing",1,4,1
2015,"Missing",1,5,834
2015,"Missing",1,6,202
2015,"Missing",2,1,887
2015,"Missing",2,2,718
2015,"Missing",2,3,12158
2015,"Missing",2,4,122
2015,"Missing",2,5,41675
2015,"Missing",2,6,9624
2015,"Missing",3,1,736
2015,"Missing",3,2,418
2015,"Missing",3,3,11237
2015,"Missing",3,4,85
2015,"Missing",3,5,31871
2015,"Missing",3,6,5530
2015,"Missing",4,1,1135
2015,"Missing",4,2,823
2015,"Missing",4,3,16911
2015,"Missing",4,4,156
2015,"Missing",4,5,62439
2015,"Missing",4,6,8206
2015,"Missing",5,1,433
2015,"Missing",5,2,541
2015,"Missing",5,3,5312
2015,"Missing",5,4,73
2015,"Missing",5,5,26242
2015,"Missing",5,6,3294
2015,"Trauma/Stress-related Disorder",1,1,18
2015,"Trauma/Stress-related Disorder",1,2,13
2015,"Trauma/Stress-related Disorder",1,3,284
2015,"Trauma/Stress-related Disorder",1,5,711
2015,"Trauma/Stress-related Disorder",1,6,55
2015,"Trauma/Stress-related Disorder",2,1,2288
2015,"Trauma/Stress-related Disorder",2,2,1332
2015,"Trauma/Stress-related Disorder",2,3,20668
2015,"Trauma/Stress-related Disorder",2,4,267
2015,"Trauma/Stress-related Disorder",2,5,66189
2015,"Trauma/Stress-related Disorder",2,6,7903
2015,"Trauma/Stress-related Disorder",3,1,1109
2015,"Trauma/Stress-related Disorder",3,2,404
2015,"Trauma/Stress-related Disorder",3,3,10279
2015,"Trauma/Stress-related Disorder",3,4,85
2015,"Trauma/Stress-related Disorder",3,5,28041
2015,"Trauma/Stress-related Disorder",3,6,2753
2015,"Trauma/Stress-related Disorder",4,1,1585
2015,"Trauma/Stress-related Disorder",4,2,760
2015,"Trauma/Stress-related Disorder",4,3,11971
2015,"Trauma/Stress-related Disorder",4,4,146
2015,"Trauma/Stress-related Disorder",4,5,50507
2015,"Trauma/Stress-related Disorder",4,6,2949
2015,"Trauma/Stress-related Disorder",5,1,566
2015,"Trauma/Stress-related Disorder",5,2,328
2015,"Trauma/Stress-related Disorder",5,3,4062
2015,"Trauma/Stress-related Disorder",5,4,76
2015,"Trauma/Stress-related Disorder",5,5,22622
2015,"Trauma/Stress-related Disorder",5,6,1364
2015,"Anxiety Disorder",1,1,8
2015,"Anxiety Disorder",1,2,10
2015,"Anxiety Disorder",1,3,255
2015,"Anxiety Disorder",1,4,1
2015,"Anxiety Disorder",1,5,884
2015,"Anxiety Disorder",1,6,46
2015,"Anxiety Disorder",2,1,715
2015,"Anxiety Disorder",2,2,551
2015,"Anxiety Disorder",2,3,5359
2015,"Anxiety Disorder",2,4,187
2015,"Anxiety Disorder",2,5,33406
2015,"Anxiety Disorder",2,6,3352
2015,"Anxiety Disorder",3,1,694
2015,"Anxiety Disorder",3,2,253
2015,"Anxiety Disorder",3,3,4411
2015,"Anxiety Disorder",3,4,69
2015,"Anxiety Disorder",3,5,23696
2015,"Anxiety Disorder",3,6,1664
2015,"Anxiety Disorder",4,1,1194
2015,"Anxiety Disorder",4,2,494
2015,"Anxiety Disorder",4,3,6787
2015,"Anxiety Disorder",4,4,190
2015,"Anxiety Disorder",4,5,52176
2015,"Anxiety Disorder",4,6,2220
2015,"Anxiety Disorder",5,1,401
2015,"Anxiety Disorder",5,2,290
2015,"Anxiety Disorder",5,3,2734
2015,"Anxiety Disorder",5,4,106
2015,"Anxiety Disorder",5,5,25541
2015,"Anxiety Disorder",5,6,1069
2015,"ADHD",1,1,4
2015,"ADHD",1,2,6
2015,"ADHD",1,3,384
2015,"ADHD",1,5,639
2015,"ADHD",1,6,61
2015,"ADHD",2,1,1352
2015,"ADHD",2,2,361
2015,"ADHD",2,3,42554
2015,"ADHD",2,4,156
2015,"ADHD",2,5,71843
2015,"ADHD",2,6,8374
2015,"ADHD",3,1,351
2015,"ADHD",3,2,81
2015,"ADHD",3,3,6740
2015,"ADHD",3,4,24
2015,"ADHD",3,5,13435
2015,"ADHD",3,6,1248
2015,"ADHD",4,1,209
2015,"ADHD",4,2,76
2015,"ADHD",4,3,1659
2015,"ADHD",4,4,18
2015,"ADHD",4,5,9434
2015,"ADHD",4,6,535
2015,"ADHD",5,1,46
2015,"ADHD",5,2,58
2015,"ADHD",5,3,385
2015,"ADHD",5,4,17
2015,"ADHD",5,5,3697
2015,"ADHD",5,6,180
2015,"Conduct Disorder",1,1,4
2015,"Conduct Disorder",1,2,2
2015,"Conduct Disorder",1,3,154
2015,"Conduct Disorder",1,4,1
2015,"Conduct Disorder",1,5,191
2015,"Conduct Disorder",1,6,12
2015,"Conduct Disorder",2,1,433
2015,"Conduct Disorder",2,2,109
2015,"Conduct Disorder",2,3,11024
2015,"Conduct Disorder",2,4,66
2015,"Conduct Disorder",2,5,17925
2015,"Conduct Disorder",2,6,2587
2015,"Conduct Disorder",3,1,158
2015,"Conduct Disorder",3,2,41
2015,"Conduct Disorder",3,3,3104
2015,"Conduct Disorder",3,4,30
2015,"Conduct Disorder",3,5,3779
2015,"Conduct Disorder",3,6,576
2015,"Conduct Disorder",4,1,35
2015,"Conduct Disorder",4,2,13
2015,"Conduct Disorder",4,3,421
2015,"Conduct Disorder",4,4,5
2015,"Conduct Disorder",4,5,858
2015,"Conduct Disorder",4,6,78
2015,"Conduct Disorder",5,1,4
2015,"Conduct Disorder",5,2,3
2015,"Conduct Disorder",5,3,41
2015,"Conduct Disorder",5,4,10
2015,"Conduct Disorder",5,5,107
2015,"Conduct Disorder",5,6,24
2015,"Delirium/Dementia",1,1,1
2015,"Delirium/Dementia",1,3,23
2015,"Delirium/Dementia",1,5,84
2015,"Delirium/Dementia",1,6,4
2015,"Delirium/Dementia",2,1,27
2015,"Delirium/Dementia",2,2,55
2015,"Delirium/Dementia",2,3,408
2015,"Delirium/Dementia",2,4,8
2015,"Delirium/Dementia",2,5,1398
2015,"Delirium/Dementia",2,6,126
2015,"Delirium/Dementia",3,1,41
2015,"Delirium/Dementia",3,2,14
2015,"Delirium/Dementia",3,3,362
2015,"Delirium/Dementia",3,4,16
2015,"Delirium/Dementia",3,5,818
2015,"Delirium/Dementia",3,6,72
2015,"Delirium/Dementia",4,1,60
2015,"Delirium/Dementia",4,2,41
2015,"Delirium/Dementia",4,3,774
2015,"Delirium/Dementia",4,4,59
2015,"Delirium/Dementia",4,5,3188
2015,"Delirium/Dementia",4,6,195
2015,"Delirium/Dementia",5,1,9
2015,"Delirium/Dementia",5,2,14
2015,"Delirium/Dementia",5,3,164
2015,"Delirium/Dementia",5,4,18
2015,"Delirium/Dementia",5,5,778
2015,"Delirium/Dementia",5,6,59
2015,"Bipolar Disorder",1,1,25
2015,"Bipolar Disorder",1,2,21
2015,"Bipolar Disorder",1,3,653
2015,"Bipolar Disorder",1,5,1435
2015,"Bipolar Disorder",1,6,102
2015,"Bipolar Disorder",2,1,673
2015,"Bipolar Disorder",2,2,298
2015,"Bipolar Disorder",2,3,10585
2015,"Bipolar Disorder",2,4,175
2015,"Bipolar Disorder",2,5,36615
2015,"Bipolar Disorder",2,6,3712
2015,"Bipolar Disorder",3,1,1049
2015,"Bipolar Disorder",3,2,234
2015,"Bipolar Disorder",3,3,15628
2015,"Bipolar Disorder",3,4,147
2015,"Bipolar Disorder",3,5,46810
2015,"Bipolar Disorder",3,6,3062
2015,"Bipolar Disorder",4,1,1651
2015,"Bipolar Disorder",4,2,607
2015,"Bipolar Disorder",4,3,22512
2015,"Bipolar Disorder",4,4,513
2015,"Bipolar Disorder",4,5,105744
2015,"Bipolar Disorder",4,6,4711
2015,"Bipolar Disorder",5,1,730
2015,"Bipolar Disorder",5,2,604
2015,"Bipolar Disorder",5,3,9818
2015,"Bipolar Disorder",5,4,350
2015,"Bipolar Disorder",5,5,55385
2015,"Bipolar Disorder",5,6,2456
2015,"Depressive Disorder",1,1,35
2015,"Depressive Disorder",1,2,43
2015,"Depressive Disorder",1,3,1039
2015,"Depressive Disorder",1,5,2028
2015,"Depressive Disorder",1,6,138
2015,"Depressive Disorder",2,1,1459
2015,"Depressive Disorder",2,2,2454
2015,"Depressive Disorder",2,3,15646
2015,"Depressive Disorder",2,4,242
2015,"Depressive Disorder",2,5,61210
2015,"Depressive Disorder",2,6,6229
2015,"Depressive Disorder",3,1,2263
2015,"Depressive Disorder",3,2,876
2015,"Depressive Disorder",3,3,27829
2015,"Depressive Disorder",3,4,294
2015,"Depressive Disorder",3,5,78213
2015,"Depressive Disorder",3,6,5854
2015,"Depressive Disorder",4,1,3456
2015,"Depressive Disorder",4,2,1839
2015,"Depressive Disorder",4,3,43024
2015,"Depressive Disorder",4,4,738
2015,"Depressive Disorder",4,5,169757
2015,"Depressive Disorder",4,6,7892
2015,"Depressive Disorder",5,1,1220
2015,"Depressive Disorder",5,2,908
2015,"Depressive Disorder",5,3,16251
2015,"Depressive Disorder",5,4,463
2015,"Depressive Disorder",5,5,83333
2015,"Depressive Disorder",5,6,3580
2015,"Oppositional Defiant Disorder",1,1,3
2015,"Oppositional Defiant Disorder",1,2,1
2015,"Oppositional Defiant Disorder",1,3,143
2015,"Oppositional Defiant Disorder",1,5,135
2015,"Oppositional Defiant Disorder",1,6,19
2015,"Oppositional Defiant Disorder",2,1,581
2015,"Oppositional Defiant Disorder",2,2,85
2015,"Oppositional Defiant Disorder",2,3,13208
2015,"Oppositional Defiant Disorder",2,4,64
2015,"Oppositional Defiant Disorder",2,5,17421
2015,"Oppositional Defiant Disorder",2,6,2552
2015,"Oppositional Defiant Disorder",3,1,175
2015,"Oppositional Defiant Disorder",3,2,28
2015,"Oppositional Defiant Disorder",3,3,4311
2015,"Oppositional Defiant Disorder",3,4,17
2015,"Oppositional Defiant Disorder",3,5,5091
2015,"Oppositional Defiant Disorder",3,6,694
2015,"Oppositional Defiant Disorder",4,1,20
2015,"Oppositional Defiant Disorder",4,2,5
2015,"Oppositional Defiant Disorder",4,3,441
2015,"Oppositional Defiant Disorder",4,4,2
2015,"Oppositional Defiant Disorder",4,5,739
2015,"Oppositional Defiant Disorder",4,6,87
2015,"Oppositional Defiant Disorder",5,1,1
2015,"Oppositional Defiant Disorder",5,2,2
2015,"Oppositional Defiant Disorder",5,3,33
2015,"Oppositional Defiant Disorder",5,4,8
2015,"Oppositional Defiant Disorder",5,5,92
2015,"Oppositional Defiant Disorder",5,6,18
2015,"Pervasive Developmental Disorders",1,1,3
2015,"Pervasive Developmental Disorders",1,2,3
2015,"Pervasive Developmental Disorders",1,3,237
2015,"Pervasive Developmental Disorders",1,4,2
2015,"Pervasive Developmental Disorders",1,5,544
2015,"Pervasive Developmental Disorders",1,6,58
2015,"Pervasive Developmental Disorders",2,1,123
2015,"Pervasive Developmental Disorders",2,2,176
2015,"Pervasive Developmental Disorders",2,3,1258
2015,"Pervasive Developmental Disorders",2,4,79
2015,"Pervasive Developmental Disorders",2,5,7780
2015,"Pervasive Developmental Disorders",2,6,788
2015,"Pervasive Developmental Disorders",3,1,31
2015,"Pervasive Developmental Disorders",3,2,40
2015,"Pervasive Developmental Disorders",3,3,275
2015,"Pervasive Developmental Disorders",3,4,9
2015,"Pervasive Developmental Disorders",3,5,1813
2015,"Pervasive Developmental Disorders",3,6,138
2015,"Pervasive Developmental Disorders",4,1,26
2015,"Pervasive Developmental Disorders",4,2,34
2015,"Pervasive Developmental Disorders",4,3,280
2015,"Pervasive Developmental Disorders",4,4,35
2015,"Pervasive Developmental Disorders",4,5,2421
2015,"Pervasive Developmental Disorders",4,6,131
2015,"Pervasive Developmental Disorders",5,1,1
2015,"Pervasive Developmental Disorders",5,2,11
2015,"Pervasive Developmental Disorders",5,3,31
2015,"Pervasive Developmental Disorders",5,4,43
2015,"Pervasive Developmental Disorders",5,5,414
2015,"Pervasive Developmental Disorders",5,6,35
2015,"Personality Disorders",1,2,3
2015,"Personality Disorders",1,3,37
2015,"Personality Disorders",1,5,80
2015,"Personality Disorders",1,6,6
2015,"Personality Disorders",2,1,24
2015,"Personality Disorders",2,2,17
2015,"Personality Disorders",2,3,386
2015,"Personality Disorders",2,4,3
2015,"Personality Disorders",2,5,1267
2015,"Personality Disorders",2,6,105
2015,"Personality Disorders",3,1,78
2015,"Personality Disorders",3,2,17
2015,"Personality Disorders",3,3,1241
2015,"Personality Disorders",3,4,15
2015,"Personality Disorders",3,5,2557
2015,"Personality Disorders",3,6,215
2015,"Personality Disorders",4,1,131
2015,"Personality Disorders",4,2,55
2015,"Personality Disorders",4,3,1434
2015,"Personality Disorders",4,4,42
2015,"Personality Disorders",4,5,6753
2015,"Personality Disorders",4,6,267
2015,"Personality Disorders",5,1,35
2015,"Personality Disorders",5,2,37
2015,"Personality Disorders",5,3,563
2015,"Personality Disorders",5,4,37
2015,"Personality Disorders",5,5,3005
2015,"Personality Disorders",5,6,136
2015,"Schizophrenia or other Psychotic Disorders",1,1,34
2015,"Schizophrenia or other Psychotic Disorders",1,2,61
2015,"Schizophrenia or other Psychotic Disorders",1,3,1568
2015,"Schizophrenia or other Psychotic Disorders",1,4,10
2015,"Schizophrenia or other Psychotic Disorders",1,5,1303
2015,"Schizophrenia or other Psychotic Disorders",1,6,93
2015,"Schizophrenia or other Psychotic Disorders",2,1,424
2015,"Schizophrenia or other Psychotic Disorders",2,2,698
2015,"Schizophrenia or other Psychotic Disorders",2,3,11088
2015,"Schizophrenia or other Psychotic Disorders",2,4,69
2015,"Schizophrenia or other Psychotic Disorders",2,5,16270
2015,"Schizophrenia or other Psychotic Disorders",2,6,1873
2015,"Schizophrenia or other Psychotic Disorders",3,1,646
2015,"Schizophrenia or other Psychotic Disorders",3,2,646
2015,"Schizophrenia or other Psychotic Disorders",3,3,28197
2015,"Schizophrenia or other Psychotic Disorders",3,4,239
2015,"Schizophrenia or other Psychotic Disorders",3,5,26858
2015,"Schizophrenia or other Psychotic Disorders",3,6,2425
2015,"Schizophrenia or other Psychotic Disorders",4,1,1221
2015,"Schizophrenia or other Psychotic Disorders",4,2,1722
2015,"Schizophrenia or other Psychotic Disorders",4,3,43456
2015,"Schizophrenia or other Psychotic Disorders",4,4,889
2015,"Schizophrenia or other Psychotic Disorders",4,5,68191
2015,"Schizophrenia or other Psychotic Disorders",4,6,4339
2015,"Schizophrenia or other Psychotic Disorders",5,1,305
2015,"Schizophrenia or other Psychotic Disorders",5,2,1140
2015,"Schizophrenia or other Psychotic Disorders",5,3,13228
2015,"Schizophrenia or other Psychotic Disorders",5,4,331
2015,"Schizophrenia or other Psychotic Disorders",5,5,26355
2015,"Schizophrenia or other Psychotic Disorders",5,6,1585
2015,"Alcohol/Substance Use Disorders",1,1,9
2015,"Alcohol/Substance Use Disorders",1,2,2
2015,"Alcohol/Substance Use Disorders",1,3,76
2015,"Alcohol/Substance Use Disorders",1,5,193
2015,"Alcohol/Substance Use Disorders",1,6,9
2015,"Alcohol/Substance Use Disorders",2,1,152
2015,"Alcohol/Substance Use Disorders",2,2,31
2015,"Alcohol/Substance Use Disorders",2,3,991
2015,"Alcohol/Substance Use Disorders",2,4,7
2015,"Alcohol/Substance Use Disorders",2,5,3502
2015,"Alcohol/Substance Use Disorders",2,6,209
2015,"Alcohol/Substance Use Disorders",3,1,153
2015,"Alcohol/Substance Use Disorders",3,2,34
2015,"Alcohol/Substance Use Disorders",3,3,2185
2015,"Alcohol/Substance Use Disorders",3,4,24
2015,"Alcohol/Substance Use Disorders",3,5,4800
2015,"Alcohol/Substance Use Disorders",3,6,283
2015,"Alcohol/Substance Use Disorders",4,1,206
2015,"Alcohol/Substance Use Disorders",4,2,79
2015,"Alcohol/Substance Use Disorders",4,3,3553
2015,"Alcohol/Substance Use Disorders",4,4,47
2015,"Alcohol/Substance Use Disorders",4,5,11227
2015,"Alcohol/Substance Use Disorders",4,6,497
2015,"Alcohol/Substance Use Disorders",5,1,39
2015,"Alcohol/Substance Use Disorders",5,2,32
2015,"Alcohol/Substance Use Disorders",5,3,521
2015,"Alcohol/Substance Use Disorders",5,4,23
2015,"Alcohol/Substance Use Disorders",5,5,3620
2015,"Alcohol/Substance Use Disorders",5,6,142
2015,"Other Disorder/Condition",1,1,11
2015,"Other Disorder/Condition",1,2,8
2015,"Other Disorder/Condition",1,3,467
2015,"Other Disorder/Condition",1,5,775
2015,"Other Disorder/Condition",1,6,44
2015,"Other Disorder/Condition",2,1,504
2015,"Other Disorder/Condition",2,2,326
2015,"Other Disorder/Condition",2,3,5070
2015,"Other Disorder/Condition",2,4,55
2015,"Other Disorder/Condition",2,5,14492
2015,"Other Disorder/Condition",2,6,3874
2015,"Other Disorder/Condition",3,1,273
2015,"Other Disorder/Condition",3,2,142
2015,"Other Disorder/Condition",3,3,3149
2015,"Other Disorder/Condition",3,4,38
2015,"Other Disorder/Condition",3,5,7445
2015,"Other Disorder/Condition",3,6,598
2015,"Other Disorder/Condition",4,1,370
2015,"Other Disorder/Condition",4,2,311
2015,"Other Disorder/Condition",4,3,4355
2015,"Other Disorder/Condition",4,4,79
2015,"Other Disorder/Condition",4,5,17010
2015,"Other Disorder/Condition",4,6,809
2015,"Other Disorder/Condition",5,1,88
2015,"Other Disorder/Condition",5,2,92
2015,"Other Disorder/Condition",5,3,907
2015,"Other Disorder/Condition",5,4,18
2015,"Other Disorder/Condition",5,5,4517
2015,"Other Disorder/Condition",5,6,222
2016,"Missing",1,1,60
2016,"Missing",1,2,110
2016,"Missing",1,3,886
2016,"Missing",1,5,3029
2016,"Missing",1,6,343
2016,"Missing",2,1,1202
2016,"Missing",2,2,1866
2016,"Missing",2,3,27556
2016,"Missing",2,4,94
2016,"Missing",2,5,72787
2016,"Missing",2,6,11938
2016,"Missing",3,1,926
2016,"Missing",3,2,869
2016,"Missing",3,3,20190
2016,"Missing",3,4,61
2016,"Missing",3,5,48214
2016,"Missing",3,6,6321
2016,"Missing",4,1,1691
2016,"Missing",4,2,1986
2016,"Missing",4,3,32106
2016,"Missing",4,4,109
2016,"Missing",4,5,122879
2016,"Missing",4,6,10256
2016,"Missing",5,1,311
2016,"Missing",5,2,561
2016,"Missing",5,3,5902
2016,"Missing",5,4,68
2016,"Missing",5,5,29416
2016,"Missing",5,6,2942
2016,"Trauma/Stress-related Disorder",1,1,2
2016,"Trauma/Stress-related Disorder",1,2,1
2016,"Trauma/Stress-related Disorder",1,3,141
2016,"Trauma/Stress-related Disorder",1,4,1
2016,"Trauma/Stress-related Disorder",1,5,307
2016,"Trauma/Stress-related Disorder",1,6,24
2016,"Trauma/Stress-related Disorder",2,1,2660
2016,"Trauma/Stress-related Disorder",2,2,1294
2016,"Trauma/Stress-related Disorder",2,3,16604
2016,"Trauma/Stress-related Disorder",2,4,412
2016,"Trauma/Stress-related Disorder",2,5,62512
2016,"Trauma/Stress-related Disorder",2,6,8093
2016,"Trauma/Stress-related Disorder",3,1,1274
2016,"Trauma/Stress-related Disorder",3,2,383
2016,"Trauma/Stress-related Disorder",3,3,8783
2016,"Trauma/Stress-related Disorder",3,4,115
2016,"Trauma/Stress-related Disorder",3,5,26737
2016,"Trauma/Stress-related Disorder",3,6,2900
2016,"Trauma/Stress-related Disorder",4,1,1713
2016,"Trauma/Stress-related Disorder",4,2,647
2016,"Trauma/Stress-related Disorder",4,3,9921
2016,"Trauma/Stress-related Disorder",4,4,180
2016,"Trauma/Stress-related Disorder",4,5,45081
2016,"Trauma/Stress-related Disorder",4,6,3149
2016,"Trauma/Stress-related Disorder",5,1,765
2016,"Trauma/Stress-related Disorder",5,2,341
2016,"Trauma/Stress-related Disorder",5,3,4005
2016,"Trauma/Stress-related Disorder",5,4,109
2016,"Trauma/Stress-related Disorder",5,5,24417
2016,"Trauma/Stress-related Disorder",5,6,1631
2016,"Anxiety Disorder",1,1,2
2016,"Anxiety Disorder",1,2,2
2016,"Anxiety Disorder",1,3,201
2016,"Anxiety Disorder",1,5,594
2016,"Anxiety Disorder",1,6,45
2016,"Anxiety Disorder",2,1,859
2016,"Anxiety Disorder",2,2,650
2016,"Anxiety Disorder",2,3,5271
2016,"Anxiety Disorder",2,4,302
2016,"Anxiety Disorder",2,5,35916
2016,"Anxiety Disorder",2,6,4160
2016,"Anxiety Disorder",3,1,737
2016,"Anxiety Disorder",3,2,265
2016,"Anxiety Disorder",3,3,4390
2016,"Anxiety Disorder",3,4,115
2016,"Anxiety Disorder",3,5,24456
2016,"Anxiety Disorder",3,6,2073
2016,"Anxiety Disorder",4,1,1272
2016,"Anxiety Disorder",4,2,419
2016,"Anxiety Disorder",4,3,6570
2016,"Anxiety Disorder",4,4,204
2016,"Anxiety Disorder",4,5,50403
2016,"Anxiety Disorder",4,6,2592
2016,"Anxiety Disorder",5,1,448
2016,"Anxiety Disorder",5,2,316
2016,"Anxiety Disorder",5,3,2875
2016,"Anxiety Disorder",5,4,158
